URL;URL_LENGTH;NUMBER_SPECIAL_CHARACTERS;CHARSET;SERVER;CONTENT_LENGTH;WHOIS_COUNTRY;WHOIS_STATEPRO;WHOIS_REGDATE;WHOIS_UPDATED_DATE;TCP_CONVERSATION_EXCHANGE;DIST_REMOTE_TCP_PORT;REMOTE_IPS;APP_BYTES;SOURCE_APP_PACKETS;REMOTE_APP_PACKETS;SOURCE_APP_BYTES;REMOTE_APP_BYTES;APP_PACKETS;DNS_QUERY_TIMES;Type
B0_648;49;10;UTF-8;Server;NA;US;NV;1/11/1994 0:00;30/04/2014 0:00;51;46;3;5413;57;61;64860;5841;57;6;0
B0_663;49;10;ISO-8859-1;nginx;1505;US;Ohio;8/01/2004 0:00;3/01/2017 0:00;43;11;15;5371;49;46;16215;5845;49;6;0
B0_729;49;11;ISO-8859-1;Apache;1368;None;None;None;None;0;0;0;0;0;2;124;0;0;0;0
B0_838;49;10;ISO-8859-1;Apache;NA;AU;Queensland;22/03/2006 0:00;22/03/2017 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_896;49;10;UTF-8;nginx;NA;US;FL;26/07/2003 0:00;22/04/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_923;49;9;ISO-8859-1;None;NA;US;CA;29/03/1997 0:00;29/11/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_95;49;10;iso-8859-1;Apache;236;US;UT;16/05/1995 0:00;21/10/2016 0:00;21;7;2;2681;27;26;21979;3159;27;6;0
B0_974;49;9;UTF-8;Apache/2.2.15 (CentOS);101;AU;NSW;19/08/2004 0:00;5/07/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
M0_105;50;13;UTF-8;Apache;NA;CZ;PRAHA;7/10/2006 0:00;7/03/2017 0:00;47;0;1;3386;51;53;66317;3696;51;4;1
M0_147;50;11;UTF-8;nginx;640;None;None;None;None;20;1;4;2330;28;24;3609;2912;28;8;1
M0_88;50;11;ISO-8859-1;nginx/1.12.0;1108;UA;NONE;26/04/2004 0:00;27/04/2017 0:00;7;0;2;746;9;11;2189;904;9;2;1
B0_1026;50;12;ISO-8859-1;None;1819;US;CA;2/11/2002 0:00;2/02/2017 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1088;50;9;utf-8;Apache;43996;CA;ON;9/12/2003 0:00;22/10/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1370;50;10;ISO-8859-1;Apache;13076;US;IL;9/03/2006 0:00;23/02/2017 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1423;50;10;UTF-8;Apache;6953;CA;Ontario;23/07/2011 0:00;7/12/2015 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_199;50;10;utf-8;ATS;NA;US;CA;22/11/2003 0:00;1/05/2014 0:00;64;49;12;7487;74;84;75625;8219;74;10;0
B0_2132;50;9;utf-8;Server;NA;US;CA;9/12/2002 0:00;2/05/2014 0:00;5;3;3;498;5;6;372;498;5;0;0
B0_2180;50;9;ISO-8859-1;Microsoft-IIS/7.5;3071;US;FL;2/04/1999 0:00;6/05/2016 0:00;8;6;4;696;8;10;636;696;8;0;0
B0_371;50;10;iso-8859-1;nginx;243;US;Wisconsin;21/05/2007 21:12;27/03/2014 15:06;13;8;2;2382;17;20;7775;2682;17;4;0
B0_379;50;10;ISO-8859-1;Apache/2.4.10 (Unix) OpenSSL/1.0.1k;NA;None;None;None;None;94;3;8;6904;98;103;197501;7208;98;4;0
B0_402;50;11;ISO-8859-1;None;1819;US;CA;2/11/2002 0:00;2/02/2017 0:00;33;27;5;5203;41;44;13097;5803;41;8;0
B0_410;50;10;utf-8;nginx;NA;US;NY;4/10/1996 0:00;17/01/2017 0:00;80;3;5;8291;88;93;135375;8889;88;8;0
B0_419;50;11;us-ascii;Microsoft-HTTPAPI/2.0;324;US;CA;1/05/1996 0:00;25/03/2017 0:00;25;1;6;2829;29;28;23089;3131;29;4;0
B0_429;50;11;ISO-8859-1;Apache;2797;None;None;None;None;35;0;4;2949;39;43;43296;3263;39;4;0
B0_443;50;12;ISO-8859-1;Apache/Not telling (Unix) AuthTDS/1.1;NA;US;NY;31/01/1995 5:00;4/12/2014 17:41;17;0;5;1570;21;21;6049;1842;21;4;0
B0_492;50;11;UTF-8;mw2255.codfw.wmnet;NA;US;CA;13/01/2001 0:12;12/12/2015 10:16;34;25;9;3787;42;42;33677;4365;42;8;0
B0_521;50;9;ISO-8859-1;None;1189;None;None;22/02/2007 0:00;22/02/2016 0:00;22;4;12;1960;28;23;2807;2420;28;6;0
B0_537;50;9;UTF-8;nginx;24971;US;CA;6/12/1994 0:00;3/11/2015 0:00;7;0;2;995;11;12;1507;1287;11;4;0
B0_564;50;10;ISO-8859-1;None;413;None;None;None;None;10;0;4;926;14;13;1788;1266;14;4;0
B0_610;50;9;utf-8;Microsoft-IIS/7.5;5316;US;FL;2/01/2003 0:00;1/01/2017 0:00;57;4;6;6820;59;61;79053;6966;59;2;0
B0_682;50;11;UTF-8;Apache;435494;None;None;None;None;226;6;6;15162;228;284;383760;15314;228;2;0
B0_708;50;14;iso-8859-1;None;NA;US;CA;9/01/1998 0:00;4/01/2017 0:00;20;2;5;1849;26;22;26589;2279;26;6;0
B0_789;50;9;us-ascii;Microsoft-IIS/7.5;324;US;California;26/09/2003 0:00;17/06/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_797;50;11;ISO-8859-1;Microsoft-IIS/7.5;1208;US;WA;13/09/2000 0:00;29/08/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_843;50;9;ISO-8859-1;nginx/1.10.3;1149;US;UTAH;6/10/1999 0:00;13/12/2008 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_861;50;10;UTF-8;nginx;NA;US;CA;11/06/2003 0:00;18/10/2014 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_898;50;10;UTF-8;Apache/2.2.15 (CentOS);1970;US;IL;30/12/1996 0:00;30/10/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_907;50;10;us-ascii;Microsoft-HTTPAPI/2.0;324;US;FL;14/09/1995 0:00;12/05/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_975;50;9;us-ascii;Microsoft-HTTPAPI/2.0;324;US;NJ;27/02/1998 5:00;17/12/2012 21:45;0;0;0;0;0;0;0;0;0;0;0
M0_100;51;14;UTF-8;Apache;NA;CZ;PRAHA;7/10/2006 0:00;7/03/2017 0:00;46;0;1;3321;48;49;66184;3473;48;2;1
M0_119;51;14;ISO-8859-1;cloudflare-nginx;NA;US;WA;11/01/1999 0:00;4/04/2017 0:00;14;4;6;888;14;6;376;888;14;0;1
B0_1027;51;10;ISO-8859-1;DOSarrest;NA;KY;GRAND CAYMAN;4/01/2007 0:00;7/12/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1160;51;10;us-ascii;Microsoft-IIS/7.5;324;None;None;26/09/2003 0:00;17/06/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1186;51;10;UTF-8;Apache/2.2.32;NA;US;PA;4/11/2004 22:27;21/09/2016 15:14;0;0;0;0;0;0;0;0;0;0;0
B0_1346;51;8;UTF-8;Apache/2.4.6 (CentOS);25866;US;CA;25/01/1995 0:00;5/12/2013 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1362;51;10;ISO-8859-1;nginx;6130;US;Utr;21/01/2007 22:31;23/12/2016 4:58;0;0;0;0;0;0;0;0;0;0;0
B0_1391;51;9;ISO-8859-1;None;NA;US;CA;29/03/1997 0:00;29/11/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_150;51;10;iso-8859-1;Apache/2.2.11 (Unix) PHP/5.2.6;231;CN;beijingshi;7/03/2000 0:00;27/03/2017 0:00;7;1;2;769;9;10;1298;909;9;2;0
B0_2046;51;9;utf-8;Scratch Web Server;10333;None;None;None;None;7;3;2;582;7;5;306;582;7;0;0
B0_2147;51;10;utf-8;Apache;9890;None;None;None;None;9;6;7;762;9;10;640;762;9;0;0
B0_2186;51;9;ISO-8859-1;None;6748;US;California;28/11/1999 0:00;9/09/2013 0:00;17;8;6;1278;17;10;634;1278;17;0;0
B0_2212;51;12;ISO-8859-1;None;1819;US;CA;2/11/2002 0:00;2/02/2017 0:00;28;13;12;1872;28;19;1323;1872;28;0;0
B0_2227;51;8;ISO-8859-1;nginx;162;US;Washington;13/01/2005 0:00;14/01/2016 0:00;4;2;3;396;4;3;184;396;4;0;0
B0_2279;51;10;us-ascii;Microsoft-HTTPAPI/2.0;324;None;None;None;None;5;3;2;498;5;4;244;498;5;0;0
B0_267;51;11;us-ascii;Microsoft-HTTPAPI/2.0;324;None;None;22/02/2001 0:00;8/04/2017 0:00;22;6;8;1651;24;17;1388;1787;24;2;0
B0_347;51;10;utf-8;cloudflare-nginx;NA;US;CO;28/09/1996 0:00;26/09/2016 0:00;39;3;8;3637;45;37;44294;4127;45;6;0
B0_377;51;11;utf-8;nginx/1.4.6 (Ubuntu);58090;US;CA;20/11/2007 0:00;13/05/2016 0:00;2;0;1;132;2;2;124;132;2;0;0
B0_435;51;10;UTF-8;nginx;NA;US;CA;12/12/2003 0:00;18/10/2016 0:00;35;22;11;4677;41;33;14310;5093;41;6;0
B0_479;51;11;UTF-8;None;NA;US;WA;1/06/2001 0:00;17/05/2016 0:00;28;16;12;3227;32;31;12120;3507;32;4;0
B0_780;51;9;utf-8;None;15302;US;Arizona;4/05/2001 0:00;9/11/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_787;51;11;iso-8859-1;Apache;239;US;UT;16/05/1995 0:00;21/10/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_814;51;9;ISO-8859-1;None;NA;US;CA;29/03/1997 0:00;29/11/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_837;51;8;ISO-8859-1;Apache;57;US;VA;9/09/2002 0:00;29/08/2014 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_938;51;11;ISO-8859-1;Apache;557;US;Arizona;15/02/2000 0:00;10/01/2017 0:00;0;0;0;0;0;0;0;0;0;0;0
M0_104;52;14;UTF-8;Apache;NA;CZ;PRAHA;7/10/2006 0:00;7/03/2017 0:00;41;0;1;2992;43;44;65646;3144;43;2;1
M0_161;52;12;UTF-8;marrakesh 1.12.2;13650;BR;None;None;None;16;1;5;1609;22;20;2655;2119;22;6;1
M0_58;52;14;None;Apache/2.4.6 (CentOS);NA;CN;Bei Jing;1/03/2005 0:00;7/09/2016 0:00;14;1;8;1151;18;15;1211;1445;18;4;1
B0_1007;52;9;ISO-8859-1;None;NA;US;CA;29/03/1997 0:00;29/11/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1022;52;12;ISO-8859-1;nginx/1.10.3;NA;US;VA;21/02/1992 0:00;22/08/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1076;52;10;utf-8;nginx/0.8.35;17302;US;CA;15/10/2005 0:00;13/09/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1080;52;10;UTF-8;Apache/2.2.15 (Red Hat);5315;US;CA;1/06/1996 0:00;2/04/2017 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1115;52;10;ISO-8859-1;nginx;1516;US;Ohio;8/01/2004 0:00;3/01/2017 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1166;52;11;UTF-8;mw2182.codfw.wmnet;NA;US;CA;13/01/2001 0:12;12/12/2015 10:16;0;0;0;0;0;0;0;0;0;0;0
B0_1191;52;12;UTF-8;LiteSpeed;NA;PA;PANAMA;5/03/2005 0:00;14/12/2015 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1293;52;10;UTF-8;Apache;NA;US;CA;14/04/1998 0:00;14/04/2017 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1304;52;10;ISO-8859-1;squid/3.3.8;3529;US;CA;2/06/1994 0:00;6/01/2017 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1307;52;12;UTF-8;None;NA;US;CA;9/01/1998 0:00;4/01/2017 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_181;52;11;UTF-8;Apache;8105;CH;ZH;19/02/1997 0:00;15/12/2015 0:00;13;0;3;1428;17;11;1504;1712;17;4;0
B0_2014;52;10;ISO-8859-1;Apache/2.2.27 (CentOS);1235;US;NY;31/05/1995 0:00;18/11/2013 0:00;4;3;2;432;4;6;376;432;4;0;0
B0_2032;52;9;ISO-8859-1;Microsoft-IIS/7.5;11;US;WA;13/09/2000 0:00;29/08/2016 0:00;6;3;3;564;6;7;442;564;6;0;0
B0_2109;52;10;UTF-8;Apache-Coyote/1.1;NA;US;NJ;2/03/1995 0:00;30/06/2016 0:00;5;3;3;486;5;7;436;486;5;0;0
B0_211;52;9;UTF-8;nginx/1.8.1;9662;None;None;18/01/2008 0:00;5/01/2017 0:00;22;8;7;1628;26;25;14894;1944;26;4;0
B0_2198;52;9;utf-8;Apache;44313;CA;ON;9/12/2003 0:00;22/10/2016 0:00;4;4;1;420;4;5;414;420;4;0;0
B0_2232;52;10;us-ascii;None;257;US;WA;22/03/1999 0:00;15/07/2016 0:00;4;3;2;420;4;7;424;420;4;0;0
B0_2316;52;11;UTF-8;cloudflare-nginx;NA;None;None;None;None;3;3;1;366;3;4;244;366;3;0;0
B0_261;52;11;UTF-8;Apache/2.4.7 (Ubuntu);NA;None;None;27/05/1998 0:00;25/04/2017 0:00;60;4;5;4466;62;63;95122;4602;62;2;0
B0_319;52;9;UTF-8;cloudflare-nginx;NA;CA;ON;17/09/1998 0:00;10/11/2016 0:00;10;2;6;1197;14;17;1374;1503;14;4;0
B0_325;52;10;utf-8;Apache;17167;None;None;7/05/1998 0:00;16/09/2016 0:00;10;1;4;1257;14;15;1919;1555;14;4;0
B0_401;52;10;UTF-8;Server;NA;US;NV;1/11/1994 0:00;30/04/2014 0:00;51;35;10;5314;57;62;51761;5742;57;6;0
B0_420;52;8;utf-8;nginx/1.10.0;NA;None;None;5/11/2003 0:00;6/11/2016 0:00;25;4;7;1682;29;30;25579;1986;29;4;0
B0_634;52;11;UTF-8;nginx/1.12.0;NA;None;None;None;None;21;0;8;2221;25;26;3809;2513;25;4;0
B0_670;52;11;None;Microsoft-IIS/8.5;0;US;NJ;23/10/1994 0:00;1/11/2016 0:00;19;0;4;1538;23;8;1121;1852;23;4;0
B0_696;52;11;ISO-8859-1;Nginx (OpenBSD);14863;HK;-;24/05/2010 0:00;25/07/2016 0:00;16;2;3;1364;18;23;16978;1502;18;2;0
B0_741;52;10;us-ascii;None;257;US;WA;22/03/1999 0:00;15/07/2016 0:00;29;25;1;4765;37;34;17280;5381;37;8;0
B0_880;52;10;ISO-8859-1;Apache;5443;CA;Quebec;14/10/2007 12:24;1/09/2016 14:20;0;0;0;0;0;0;0;0;0;0;0
B0_89;52;9;utf-8;Zope/(2.13.16, python 2.6.8, linux2) ZServer/1.1;28239;None;None;None;None;51;1;10;4049;55;58;61312;4361;55;4;0
B0_908;52;8;utf-8;nginx;NA;AU;QLD;25/11/2016 0:00;15/03/2017 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_909;52;10;UTF-8;nginx;NA;CA;Manitoba;30/09/2002 0:00;24/09/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_954;52;11;utf-8;ATS;NA;US;CA;18/01/1995 0:00;26/08/2015 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_956;52;11;UTF-8;GSE;9801;US;CA;31/07/2000 0:00;29/06/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
M0_80;53;12;ISO-8859-1;nginx/1.12.0;242;US;ALABAMA;9/02/2007 0:00;9/02/2017 0:00;8;0;1;1156;10;10;2638;1316;10;2;1
B0_1012;53;11;ISO-8859-1;None;NA;US;CA;29/03/1997 0:00;29/11/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1091;53;10;UTF-8;nginx;NA;US;CO;10/02/1999 0:00;6/02/2017 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1247;53;8;utf-8;None;11158;US;PA;7/08/1995 0:00;27/03/2014 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1264;53;10;UTF-8;nginx/1.11.10;NA;CA;Quebec;21/05/1997 0:00;26/07/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1325;53;12;UTF-8;None;NA;US;CA;9/01/1998 0:00;4/01/2017 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1336;53;11;utf-8;nginx/1.10.1;NA;None;None;None;None;0;0;0;0;0;0;0;0;0;0;0
B0_2048;53;10;ISO-8859-1;Apache/2.2.26 (Unix) mod_ssl/2.2.26 OpenSSL/0.9.8e-fips-rhel5 mod_bwlimited/1.4 PHP/5.4.26;22897;None;None;10/01/2006 0:00;11/11/2014 0:00;9;5;7;762;9;10;640;762;9;0;0
B0_2119;53;11;UTF-8;Apache/2.2.31 (Amazon);8466;US;NH;31/08/2004 0:00;1/06/2016 0:00;26;8;11;1668;26;13;894;1668;26;0;0
B0_2131;53;10;UTF-8;nginx/1.11.10;NA;CA;Quebec;21/05/1997 0:00;26/07/2016 0:00;7;6;2;798;7;8;492;798;7;0;0
B0_2268;53;9;UTF-8;Apache/2.2.21 (Unix) mod_ssl/2.2.21 OpenSSL/0.9.8e-fips-rhel5 PHP/5.3.10;2023;US;GA;5/12/2005 0:00;22/04/2015 0:00;12;3;3;960;12;16;1024;960;12;0;0
B0_294;53;7;iso-8859-1;ATS/5.3.0;NA;CA;ON;27/05/2002 0:00;28/04/2017 0:00;12;6;7;1017;18;17;1563;1503;18;6;0
B0_472;53;12;iso-8859-1;Apache;211;None;None;5/05/2001 0:00;28/01/2015 0:00;15;2;5;1944;21;21;2698;2416;21;6;0
B0_556;53;12;ISO-8859-1;Apache;359174;CA;ON;1/12/1996 5:00;30/11/2016 10:30;15;4;3;2232;19;22;3283;2532;19;4;0
B0_827;53;9;us-ascii;Microsoft-HTTPAPI/2.0;324;None;None;None;None;0;0;0;0;0;0;0;0;0;0;0
B0_862;53;10;us-ascii;Microsoft-HTTPAPI/2.0;324;United Kingdom;None;None;None;0;0;0;0;0;0;0;0;0;0;0
B0_91;53;11;ISO-8859-1;cloudflare-nginx;NA;None;None;1/03/2008 0:00;17/04/2015 0:00;16;3;8;1277;20;19;2663;1559;20;4;0
B0_951;53;12;UTF-8;None;NA;US;WA;1/06/2001 0:00;17/05/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_977;53;9;UTF-8;nginx;20309;US;CA;6/12/1994 0:00;3/11/2015 0:00;0;0;0;0;0;0;0;0;0;0;0
M0_41;54;11;iso-8859-1;Apache;228;US;Arizona;16/02/2005 0:00;24/02/2016 0:00;5;0;2;582;9;9;1097;882;9;4;1
M0_87;54;11;ISO-8859-1;Apache/2;17140;US;CA;17/12/2005 0:00;18/11/2015 0:00;29;1;7;4558;31;37;26259;4724;31;2;1
B0_1002;54;11;ISO-8859-1;Microsoft-IIS/7.5;7849;US;PA;7/08/1995 0:00;27/03/2014 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1059;54;12;UTF-8;cloudflare-nginx;NA;None;None;None;None;0;0;0;0;0;0;0;0;0;0;0
B0_1129;54;9;iso-8859-1;Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/1.0.1e-fips mod_bwlimited/1.4 mod_fcgid/2.3.9;341;US;MI;15/11/1998 0:00;23/12/2011 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1149;54;12;ISO-8859-1;Apache/2.2.27 (Unix) OpenAM Web Agent/4.0.1-1 mod_ssl/2.2.27 OpenSSL/1.0.1p PHP/5.3.28;2503;None;None;None;None;0;0;0;0;0;0;0;0;0;0;0
B0_1188;54;9;us-ascii;Microsoft-HTTPAPI/2.0;324;US;FL;2/10/2002 0:00;14/03/2017 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1200;54;12;ISO-8859-1;Apache/2.2.15 (Red Hat);NA;None;None;None;None;0;0;0;0;0;0;0;0;0;0;0
B0_1301;54;8;ISO-8859-1;Microsoft-IIS/7.5;11;US;WA;13/09/2000 0:00;29/08/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1315;54;11;utf-8;ATS;NA;US;CA;18/01/1995 0:00;26/08/2015 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_174;54;9;ISO-8859-1;Apache/2.2.32;3020;CA;ON;6/03/1998 0:00;30/03/2017 0:00;34;7;6;2881;38;33;39646;3219;38;4;0
B0_2007;54;12;UTF-8;nginx/1.10.3;NA;US;VA;21/02/1992 0:00;22/08/2016 0:00;5;5;2;474;5;8;535;474;5;0;0
B0_2045;54;12;UTF-8;mw2104.codfw.wmnet;NA;US;CA;13/01/2001 0:12;12/12/2015 10:16;11;7;2;1166;11;7;426;1166;11;0;0
B0_2133;54;10;UTF-8;Apache-Coyote/1.1;NA;CN;Zhejiang;15/04/1999 0:00;20/06/2012 0:00;3;3;1;366;3;3;182;366;3;0;0
B0_2207;54;12;ISO-8859-1;Apache/2.2.15 (Red Hat);NA;None;None;None;None;12;9;6;900;12;10;696;900;12;0;0
B0_230;54;10;ISO-8859-1;cloudflare-nginx;18952;US;CA;29/09/2005 0:00;5/05/2016 0:00;1194;12;8;99843;1198;1284;2060012;100151;1198;4;0
B0_247;54;9;ISO-8859-1;None;NA;US;CA;29/03/1997 0:00;29/11/2016 0:00;58;39;7;5998;64;48;43787;6438;64;6;0
B0_320;54;10;utf-8;Server;NA;US;CA;9/12/2002 0:00;2/05/2014 0:00;37;0;5;7178;43;41;20954;7644;43;6;0
B0_370;54;10;ISO-8859-1;Apache;5438;US;TX;17/07/2000 0:00;3/03/2017 0:00;40;9;9;4562;44;44;49870;4884;44;4;0
B0_387;54;12;ISO-8859-1;Apache/2.2.15 (Red Hat);NA;None;None;None;None;29;0;2;2903;37;37;30772;3525;37;8;0
B0_4;54;9;UTF-8;Apache;193;US;WA;27/06/2015 0:00;18/04/2016 0:00;4;1;3;280;6;7;542;422;6;2;0
B0_478;54;9;us-ascii;Microsoft-HTTPAPI/2.0;324;None;None;19/02/2005 0:00;20/02/2017 0:00;34;2;5;5325;40;44;86136;5785;40;6;0
B0_48;54;11;UTF-8;Apache;26;US;FL;7/11/1996 0:00;25/08/2015 0:00;20;11;6;3025;26;25;9200;3479;26;6;0
B0_594;54;10;UTF-8;nginx/1.4.6 (Ubuntu);NA;US;CA;14/12/1995 5:00;6/12/2016 21:52;12;7;1;2036;16;17;7035;2320;16;4;0
B0_665;54;10;UTF-8;mw2230.codfw.wmnet;20518;US;CA;13/01/2001 0:12;12/12/2015 10:16;43;38;5;5591;51;56;46553;6231;51;8;0
B0_750;54;12;utf-8;None;1682;US;FL;6/11/1998 0:00;5/09/2014 0:00;12;1;5;1404;16;17;1587;1700;16;4;0
B0_799;54;11;UTF-8;Apache/2.4.25 (cPanel) OpenSSL/1.0.1e-fips mod_bwlimited/1.4;9208;AU;NSW;29/09/2000 0:00;18/11/2014 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_858;54;12;us-ascii;Microsoft-HTTPAPI/2.0;324;None;None;18/10/2000 0:00;16/01/2017 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_968;54;11;iso-8859-1;cloudflare-nginx;NA;US;MA;21/08/1998 0:00;3/10/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
M0_102;55;12;UTF-8;Apache;NA;CZ;PRAHA;7/10/2006 0:00;7/03/2017 0:00;52;0;1;3721;54;57;66445;3873;54;2;1
M0_84;55;12;ISO-8859-1;Apache/2.2.31 (CentOS);NA;PA;PANAMA;19/07/2004 0:00;6/07/2016 0:00;26;12;3;3229;34;32;16895;3837;34;8;1
B0_1039;55;10;ISO-8859-1;Apache;14953;US;NY;30/12/2002 0:00;9/04/2014 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1047;55;9;UTF-8;Apache;2080;US;CA;11/09/1997 4:00;9/12/2015 14:43;0;0;0;0;0;0;0;0;0;0;0
B0_1126;55;12;utf-8;Apache/2.4.7 (Ubuntu);NA;US;Illinois;15/09/2003 0:00;16/09/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1146;55;10;UTF-8;nginx;12275;US;MA;15/09/1997 0:00;15/11/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1168;55;11;ISO-8859-1;.V01 Apache;NA;US;CA;21/05/1998 0:00;16/05/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1187;55;10;UTF-8;Apache;NA;US;FL;4/01/1997 0:00;30/11/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1339;55;12;utf-8;ATS;NA;US;CA;18/01/1995 0:00;26/08/2015 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1354;55;9;UTF-8;cloudflare-nginx;NA;SI;Not Applicable;25/07/2003 18:21;6/12/2015 17:05;0;0;0;0;0;0;0;0;0;0;0
B0_1368;55;10;UTF-8;mw2164.codfw.wmnet;NA;US;CA;13/01/2001 0:12;12/12/2015 10:16;0;0;0;0;0;0;0;0;0;0;0
B0_1421;55;12;utf-8;Apache;66702;US;MO;20/05/1996 0:00;24/10/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_177;55;8;utf-8;nginx/1.10.0;NA;None;None;5/11/2003 0:00;6/11/2016 0:00;24;3;9;1715;26;31;22292;1867;26;2;0
B0_201;55;11;UTF-8;mw2110.codfw.wmnet;NA;US;CA;13/01/2001 0:12;12/12/2015 10:16;42;36;2;6128;50;50;41385;6736;50;8;0
B0_2023;55;12;UTF-8;cloudflare-nginx;NA;BS;New Providence;25/10/2005 0:00;20/10/2016 0:00;21;3;13;1458;21;4;244;1458;21;0;0
B0_2071;55;9;UTF-8;nginx/1.10.1;NA;US;FL;29/12/1999 0:00;14/04/2017 0:00;8;3;3;696;8;5;306;696;8;0;0
B0_21;55;10;UTF-8;Apache/2.4.6 (Unix) mod_jk/1.2.37 PHP/5.5.1 OpenSSL/1.0.1g mod_fcgid/2.3.9;13898;US;DE;1/09/1995 4:00;1/03/2017 19:31;31;3;5;3590;35;40;35749;3886;35;4;0
B0_2141;55;10;utf-8;Apache;44324;CA;ON;9/12/2003 0:00;22/10/2016 0:00;4;3;2;432;4;4;244;432;4;0;0
B0_2190;55;12;UTF-8;mw2176.codfw.wmnet;NA;US;CA;13/01/2001 0:12;12/12/2015 10:16;13;4;7;1074;13;5;306;1074;13;0;0
B0_2300;55;10;UTF-8;mw2187.codfw.wmnet;NA;US;CA;16/03/2003 8:22;29/03/2016 17:55;11;5;7;882;11;10;628;882;11;0;0
B0_346;55;12;UTF-8;Server;NA;US;NV;1/11/1994 0:00;30/04/2014 0:00;36;27;7;4405;42;47;46271;4833;42;6;0
B0_415;55;10;utf-8;ATS;NA;US;CA;22/11/2003 0:00;1/05/2014 0:00;46;38;3;5666;54;67;69645;6250;54;8;0
B0_502;55;10;UTF-8;mw2239.codfw.wmnet;NA;US;CA;13/01/2001 0:12;12/12/2015 10:16;27;18;4;3101;31;30;13795;3405;31;4;0
B0_664;55;9;ISO-8859-1;None;NA;US;CA;29/03/1997 0:00;29/11/2016 0:00;56;52;4;7621;66;74;58567;8357;66;10;0
B0_706;55;9;ISO-8859-1;None;NA;US;CA;29/03/1997 0:00;29/11/2016 0:00;42;30;9;4861;48;44;43523;5301;48;6;0
B0_716;55;9;ISO-8859-1;None;NA;US;CA;29/03/1997 0:00;29/11/2016 0:00;33;29;1;5665;43;36;19433;6401;43;10;0
B0_738;55;11;UTF-8;Server;NA;US;NV;1/11/1994 0:00;30/04/2014 0:00;48;39;11;5137;55;61;67877;5597;55;6;0
